Date,Daily_Mean_PM10_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY,Daily_Max_1-hour_NO2_Concentration,Daily_Max_8-hour_Ozone_Concentration,Daily_Mean_PM2.5_Concentration,Daily_Max_8-hour_CO_Concentration,Daily_Max_1-hour_SO2_Concentration
04/21/2018,,ppb,17,San Francisco,San Francisco,18.2,,,,
04/22/2018,,ppb,18,San Francisco,San Francisco,19.6,,,,
04/23/2018,,ppb,25,San Francisco,San Francisco,26.1,,,,
04/24/2018,,ppb,20,San Francisco,San Francisco,21.3,,,,
04/25/2018,,ppb,16,San Francisco,San Francisco,17.3,,,,
04/26/2018,,ppb,15,San Francisco,San Francisco,16.5,,,,
04/27/2018,,ppb,9,San Francisco,San Francisco,10.8,,,,
04/28/2018,,ppb,10,San Francisco,San Francisco,11.8,,,,
04/29/2018,,ppb,5,San Francisco,San Francisco,5.9,,,,
04/30/2018,,ppb,19,San Francisco,San Francisco,20.8,,,,
05/01/2018,,ppb,21,San Francisco,San Francisco,22.2,,,,
05/02/2018,,ppb,29,San Francisco,San Francisco,31.0,,,,
05/03/2018,,ppb,12,San Francisco,San Francisco,13.7,,,,
05/04/2018,,ppb,11,San Francisco,San Francisco,12.6,,,,
05/05/2018,,ppb,6,San Francisco,San Francisco,6.5,,,,
05/06/2018,,ppb,6,San Francisco,San Francisco,6.8,,,,
05/07/2018,,ppb,39,San Francisco,San Francisco,41.4,,,,
05/08/2018,,ppb,18,San Francisco,San Francisco,19.7,,,,
05/09/2018,,ppb,9,San Francisco,San Francisco,10.2,,,,
05/11/2018,,ppb,24,San Francisco,San Francisco,25.6,,,,
05/12/2018,,ppb,19,San Francisco,San Francisco,20.1,,,,
05/13/2018,,ppb,5,San Francisco,San Francisco,5.0,,,,
05/14/2018,,ppb,8,San Francisco,San Francisco,9.3,,,,
05/15/2018,,ppb,10,San Francisco,San Francisco,11.6,,,,
05/16/2018,,ppb,13,San Francisco,San Francisco,14.0,,,,
05/17/2018,,ppb,10,San Francisco,San Francisco,11.5,,,,
05/18/2018,,ppb,6,San Francisco,San Francisco,6.8,,,,
05/19/2018,,ppb,3,San Francisco,San Francisco,3.7,,,,
05/20/2018,,ppb,6,San Francisco,San Francisco,6.5,,,,
05/21/2018,,ppb,17,San Francisco,San Francisco,18.4,,,,
05/22/2018,,ppb,9,San Francisco,San Francisco,10.1,,,,
05/23/2018,,ppb,12,San Francisco,San Francisco,13.3,,,,
05/24/2018,,ppb,13,San Francisco,San Francisco,14.8,,,,
05/25/2018,,ppb,9,San Francisco,San Francisco,10.6,,,,
05/26/2018,,ppb,9,San Francisco,San Francisco,10.1,,,,
05/27/2018,,ppb,13,San Francisco,San Francisco,14.4,,,,
05/28/2018,,ppb,13,San Francisco,San Francisco,14.3,,,,
05/29/2018,,ppb,15,San Francisco,San Francisco,16.4,,,,
05/30/2018,,ppb,8,San Francisco,San Francisco,8.1,,,,
05/31/2018,,ppb,10,San Francisco,San Francisco,11.4,,,,
06/01/2018,,ppb,17,San Francisco,San Francisco,18.7,,,,
06/02/2018,,ppb,22,San Francisco,San Francisco,23.7,,,,
06/03/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
06/04/2018,,ppb,11,San Francisco,San Francisco,12.9,,,,
06/05/2018,,ppb,12,San Francisco,San Francisco,13.0,,,,
06/06/2018,,ppb,8,San Francisco,San Francisco,9.7,,,,
06/07/2018,,ppb,9,San Francisco,San Francisco,10.4,,,,
06/08/2018,,ppb,8,San Francisco,San Francisco,9.5,,,,
06/09/2018,,ppb,6,San Francisco,San Francisco,6.1,,,,
06/10/2018,,ppb,12,San Francisco,San Francisco,13.0,,,,
06/11/2018,,ppb,16,San Francisco,San Francisco,17.4,,,,
06/12/2018,,ppb,17,San Francisco,San Francisco,18.8,,,,
06/13/2018,,ppb,15,San Francisco,San Francisco,16.4,,,,
06/14/2018,,ppb,9,San Francisco,San Francisco,10.3,,,,
06/15/2018,,ppb,5,San Francisco,San Francisco,5.4,,,,
06/16/2018,,ppb,15,San Francisco,San Francisco,16.7,,,,
06/17/2018,,ppb,4,San Francisco,San Francisco,4.7,,,,
06/18/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
06/19/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
06/20/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
06/21/2018,,ppb,7,San Francisco,San Francisco,7.6,,,,
06/22/2018,,ppb,12,San Francisco,San Francisco,13.0,,,,
06/23/2018,,ppb,17,San Francisco,San Francisco,18.2,,,,
06/24/2018,,ppb,9,San Francisco,San Francisco,10.0,,,,
06/25/2018,,ppb,14,San Francisco,San Francisco,15.7,,,,
06/26/2018,,ppb,8,San Francisco,San Francisco,9.1,,,,
06/27/2018,,ppb,7,San Francisco,San Francisco,7.2,,,,
06/28/2018,,ppb,8,San Francisco,San Francisco,8.5,,,,
06/29/2018,,ppb,13,San Francisco,San Francisco,14.6,,,,
06/30/2018,,ppb,18,San Francisco,San Francisco,19.7,,,,
07/01/2018,,ppb,5,San Francisco,San Francisco,5.9,,,,
07/02/2018,,ppb,8,San Francisco,San Francisco,9.0,,,,
07/03/2018,,ppb,15,San Francisco,San Francisco,16.4,,,,
07/04/2018,,ppb,4,San Francisco,San Francisco,4.6,,,,
07/05/2018,,ppb,11,San Francisco,San Francisco,12.9,,,,
07/06/2018,,ppb,20,San Francisco,San Francisco,21.8,,,,
07/07/2018,,ppb,12,San Francisco,San Francisco,13.1,,,,
07/08/2018,,ppb,4,San Francisco,San Francisco,4.5,,,,
07/09/2018,,ppb,8,San Francisco,San Francisco,8.1,,,,
07/10/2018,,ppb,10,San Francisco,San Francisco,11.1,,,,
07/11/2018,,ppb,6,San Francisco,San Francisco,6.6,,,,
07/12/2018,,ppb,18,San Francisco,San Francisco,19.4,,,,
07/13/2018,,ppb,8,San Francisco,San Francisco,8.6,,,,
07/14/2018,,ppb,8,San Francisco,San Francisco,8.0,,,,
07/15/2018,,ppb,6,San Francisco,San Francisco,6.1,,,,
07/16/2018,,ppb,8,San Francisco,San Francisco,8.4,,,,
07/17/2018,,ppb,9,San Francisco,San Francisco,10.1,,,,
07/18/2018,,ppb,8,San Francisco,San Francisco,9.2,,,,
07/19/2018,,ppb,7,San Francisco,San Francisco,7.5,,,,
07/20/2018,,ppb,13,San Francisco,San Francisco,14.7,,,,
07/21/2018,,ppb,5,San Francisco,San Francisco,5.1,,,,
07/22/2018,,ppb,7,San Francisco,San Francisco,7.9,,,,
07/23/2018,,ppb,7,San Francisco,San Francisco,7.6,,,,
07/24/2018,,ppb,8,San Francisco,San Francisco,9.8,,,,
07/25/2018,,ppb,8,San Francisco,San Francisco,9.9,,,,
07/26/2018,,ppb,8,San Francisco,San Francisco,8.4,,,,
07/27/2018,,ppb,6,San Francisco,San Francisco,6.9,,,,
07/28/2018,,ppb,4,San Francisco,San Francisco,4.3,,,,
07/29/2018,,ppb,3,San Francisco,San Francisco,3.9,,,,
07/30/2018,,ppb,5,San Francisco,San Francisco,5.5,,,,
07/31/2018,,ppb,16,San Francisco,San Francisco,17.1,,,,
08/01/2018,,ppb,9,San Francisco,San Francisco,10.4,,,,
08/02/2018,,ppb,5,San Francisco,San Francisco,5.4,,,,
08/03/2018,,ppb,7,San Francisco,San Francisco,7.8,,,,
08/04/2018,,ppb,12,San Francisco,San Francisco,13.6,,,,
08/05/2018,,ppb,4,San Francisco,San Francisco,4.3,,,,
08/06/2018,,ppb,12,San Francisco,San Francisco,13.6,,,,
08/07/2018,,ppb,9,San Francisco,San Francisco,10.7,,,,
08/08/2018,,ppb,12,San Francisco,San Francisco,13.2,,,,
08/09/2018,,ppb,14,San Francisco,San Francisco,15.0,,,,
08/10/2018,,ppb,11,San Francisco,San Francisco,12.2,,,,
08/11/2018,,ppb,8,San Francisco,San Francisco,8.7,,,,
08/12/2018,,ppb,3,San Francisco,San Francisco,3.6,,,,
08/13/2018,,ppb,8,San Francisco,San Francisco,8.1,,,,
08/14/2018,,ppb,18,San Francisco,San Francisco,19.2,,,,
08/15/2018,,ppb,8,San Francisco,San Francisco,9.8,,,,
08/16/2018,,ppb,10,San Francisco,San Francisco,11.4,,,,
08/17/2018,,ppb,10,San Francisco,San Francisco,11.9,,,,
08/18/2018,,ppb,12,San Francisco,San Francisco,13.0,,,,
08/19/2018,,ppb,4,San Francisco,San Francisco,4.9,,,,
08/20/2018,,ppb,4,San Francisco,San Francisco,4.9,,,,
08/21/2018,,ppb,8,San Francisco,San Francisco,9.6,,,,
08/22/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
08/23/2018,,ppb,9,San Francisco,San Francisco,10.8,,,,
08/24/2018,,ppb,8,San Francisco,San Francisco,8.6,,,,
08/25/2018,,ppb,7,San Francisco,San Francisco,7.9,,,,
08/26/2018,,ppb,3,San Francisco,San Francisco,3.3,,,,
08/28/2018,,ppb,7,San Francisco,San Francisco,7.5,,,,
08/29/2018,,ppb,20,San Francisco,San Francisco,21.4,,,,
08/30/2018,,ppb,9,San Francisco,San Francisco,10.7,,,,
08/31/2018,,ppb,6,San Francisco,San Francisco,6.1,,,,
09/01/2018,,ppb,4,San Francisco,San Francisco,4.5,,,,
09/02/2018,,ppb,8,San Francisco,San Francisco,8.2,,,,
09/03/2018,,ppb,5,San Francisco,San Francisco,5.2,,,,
09/04/2018,,ppb,9,San Francisco,San Francisco,10.5,,,,
09/05/2018,,ppb,10,San Francisco,San Francisco,11.3,,,,
09/06/2018,,ppb,10,San Francisco,San Francisco,11.1,,,,
09/07/2018,,ppb,8,San Francisco,San Francisco,8.9,,,,
09/08/2018,,ppb,6,San Francisco,San Francisco,6.2,,,,
09/09/2018,,ppb,6,San Francisco,San Francisco,6.6,,,,
09/10/2018,,ppb,13,San Francisco,San Francisco,14.3,,,,
09/11/2018,,ppb,8,San Francisco,San Francisco,9.7,,,,
09/12/2018,,ppb,9,San Francisco,San Francisco,10.4,,,,
09/13/2018,,ppb,10,San Francisco,San Francisco,11.0,,,,
09/14/2018,,ppb,8,San Francisco,San Francisco,8.0,,,,
09/15/2018,,ppb,8,San Francisco,San Francisco,9.6,,,,
09/16/2018,,ppb,9,San Francisco,San Francisco,10.4,,,,
09/17/2018,,ppb,9,San Francisco,San Francisco,10.3,,,,
09/18/2018,,ppb,8,San Francisco,San Francisco,9.0,,,,
09/19/2018,,ppb,24,San Francisco,San Francisco,25.9,,,,
09/20/2018,,ppb,31,San Francisco,San Francisco,33.4,,,,
09/21/2018,,ppb,31,San Francisco,San Francisco,33.6,,,,
09/22/2018,,ppb,8,San Francisco,San Francisco,9.1,,,,
09/23/2018,,ppb,6,San Francisco,San Francisco,6.8,,,,
09/24/2018,,ppb,25,San Francisco,San Francisco,26.1,,,,
09/25/2018,,ppb,14,San Francisco,San Francisco,15.8,,,,
09/26/2018,,ppb,22,San Francisco,San Francisco,23.0,,,,
09/27/2018,,ppb,18,San Francisco,San Francisco,19.1,,,,
09/28/2018,,ppb,11,San Francisco,San Francisco,12.6,,,,
09/29/2018,,ppb,8,San Francisco,San Francisco,9.7,,,,
09/30/2018,,ppb,13,San Francisco,San Francisco,14.3,,,,
10/01/2018,,ppb,30,San Francisco,San Francisco,32.1,,,,
10/02/2018,,ppb,23,San Francisco,San Francisco,24.1,,,,
10/03/2018,,ppb,20,San Francisco,San Francisco,21.9,,,,
10/04/2018,,ppb,7,San Francisco,San Francisco,7.7,,,,
10/05/2018,,ppb,18,San Francisco,San Francisco,19.3,,,,
10/06/2018,,ppb,15,San Francisco,San Francisco,16.4,,,,
10/07/2018,,ppb,25,San Francisco,San Francisco,26.7,,,,
10/08/2018,,ppb,33,San Francisco,San Francisco,35.8,,,,
10/09/2018,,ppb,13,San Francisco,San Francisco,14.4,,,,
10/11/2018,,ppb,22,San Francisco,San Francisco,23.2,,,,
10/12/2018,,ppb,25,San Francisco,San Francisco,27.5,,,,
10/13/2018,,ppb,23,San Francisco,San Francisco,24.5,,,,
10/14/2018,,ppb,20,San Francisco,San Francisco,21.6,,,,
10/15/2018,,ppb,41,San Francisco,San Francisco,43.4,,,,
10/16/2018,,ppb,34,San Francisco,San Francisco,36.6,,,,
10/17/2018,,ppb,19,San Francisco,San Francisco,20.1,,,,
10/18/2018,,ppb,21,San Francisco,San Francisco,22.6,,,,
10/19/2018,,ppb,26,San Francisco,San Francisco,28.2,,,,
10/20/2018,,ppb,16,San Francisco,San Francisco,17.1,,,,
10/21/2018,,ppb,8,San Francisco,San Francisco,9.5,,,,
10/22/2018,,ppb,9,San Francisco,San Francisco,10.9,,,,
10/23/2018,,ppb,15,San Francisco,San Francisco,16.1,,,,
10/24/2018,,ppb,26,San Francisco,San Francisco,28.8,,,,
10/25/2018,,ppb,19,San Francisco,San Francisco,20.2,,,,
10/26/2018,,ppb,20,San Francisco,San Francisco,21.3,,,,
10/27/2018,,ppb,11,San Francisco,San Francisco,12.7,,,,
10/28/2018,,ppb,9,San Francisco,San Francisco,10.7,,,,
10/29/2018,,ppb,25,San Francisco,San Francisco,26.1,,,,
10/30/2018,,ppb,33,San Francisco,San Francisco,35.0,,,,
10/31/2018,,ppb,34,San Francisco,San Francisco,36.0,,,,
11/01/2018,,ppb,32,San Francisco,San Francisco,34.9,,,,
11/02/2018,,ppb,28,San Francisco,San Francisco,30.7,,,,
11/03/2018,,ppb,27,San Francisco,San Francisco,29.5,,,,
11/04/2018,,ppb,12,San Francisco,San Francisco,13.6,,,,
11/05/2018,,ppb,26,San Francisco,San Francisco,28.6,,,,
11/06/2018,,ppb,34,San Francisco,San Francisco,36.9,,,,
11/07/2018,,ppb,38,San Francisco,San Francisco,40.7,,,,
11/09/2018,,ppb,42,San Francisco,San Francisco,44.3,,,,
11/10/2018,,ppb,45,San Francisco,San Francisco,48.9,,,,
11/11/2018,,ppb,39,San Francisco,San Francisco,41.5,,,,
11/12/2018,,ppb,63,San Francisco,San Francisco,65.8,,,,
11/13/2018,,ppb,62,San Francisco,San Francisco,64.8,,,,
11/14/2018,,ppb,61,San Francisco,San Francisco,63.8,,,,
11/15/2018,,ppb,50,San Francisco,San Francisco,53.2,,,,
11/16/2018,,ppb,55,San Francisco,San Francisco,58.6,,,,
11/17/2018,,ppb,32,San Francisco,San Francisco,34.6,,,,
11/18/2018,,ppb,42,San Francisco,San Francisco,44.4,,,,
11/19/2018,,ppb,66,San Francisco,San Francisco,68.8,,,,
11/20/2018,,ppb,52,San Francisco,San Francisco,55.9,,,,
11/21/2018,,ppb,35,San Francisco,San Francisco,37.2,,,,
11/22/2018,,ppb,8,San Francisco,San Francisco,8.3,,,,
11/23/2018,,ppb,12,San Francisco,San Francisco,13.8,,,,
11/24/2018,,ppb,25,San Francisco,San Francisco,27.5,,,,
11/25/2018,,ppb,23,San Francisco,San Francisco,24.2,,,,
11/26/2018,,ppb,25,San Francisco,San Francisco,27.1,,,,
11/27/2018,,ppb,25,San Francisco,San Francisco,26.8,,,,
11/28/2018,,ppb,18,San Francisco,San Francisco,19.1,,,,
11/29/2018,,ppb,6,San Francisco,San Francisco,6.2,,,,
11/30/2018,,ppb,16,San Francisco,San Francisco,17.3,,,,
12/01/2018,,ppb,10,San Francisco,San Francisco,11.6,,,,
12/02/2018,,ppb,22,San Francisco,San Francisco,23.0,,,,
12/03/2018,,ppb,21,San Francisco,San Francisco,22.4,,,,
12/04/2018,,ppb,26,San Francisco,San Francisco,28.5,,,,
12/05/2018,,ppb,21,San Francisco,San Francisco,22.9,,,,
12/06/2018,,ppb,34,San Francisco,San Francisco,36.0,,,,
12/07/2018,,ppb,36,San Francisco,San Francisco,38.3,,,,
12/08/2018,,ppb,27,San Francisco,San Francisco,29.3,,,,
12/09/2018,,ppb,32,San Francisco,San Francisco,34.3,,,,
12/10/2018,,ppb,25,San Francisco,San Francisco,27.0,,,,
12/11/2018,,ppb,30,San Francisco,San Francisco,32.0,,,,
12/12/2018,,ppb,30,San Francisco,San Francisco,32.0,,,,
12/13/2018,,ppb,34,San Francisco,San Francisco,36.0,,,,
12/14/2018,,ppb,28,San Francisco,San Francisco,30.3,,,,
12/15/2018,,ppb,31,San Francisco,San Francisco,33.7,,,,
12/16/2018,,ppb,14,San Francisco,San Francisco,15.3,,,,
12/17/2018,,ppb,24,San Francisco,San Francisco,25.9,,,,
12/18/2018,,ppb,30,San Francisco,San Francisco,32.3,,,,
12/19/2018,,ppb,28,San Francisco,San Francisco,30.7,,,,
12/20/2018,,ppb,25,San Francisco,San Francisco,26.4,,,,
12/21/2018,,ppb,24,San Francisco,San Francisco,25.4,,,,
12/22/2018,,ppb,23,San Francisco,San Francisco,24.1,,,,
12/23/2018,,ppb,24,San Francisco,San Francisco,25.9,,,,
12/24/2018,,ppb,19,San Francisco,San Francisco,20.7,,,,
12/25/2018,,ppb,15,San Francisco,San Francisco,16.4,,,,
12/26/2018,,ppb,27,San Francisco,San Francisco,29.9,,,,
12/27/2018,,ppb,21,San Francisco,San Francisco,22.4,,,,
12/28/2018,,ppb,39,San Francisco,San Francisco,41.4,,,,
12/29/2018,,ppb,35,San Francisco,San Francisco,37.5,,,,
12/30/2018,,ppb,27,San Francisco,San Francisco,29.3,,,,
12/31/2018,,ppb,10,San Francisco,San Francisco,11.4,,,,
01/01/2018,,ppm,14,Oakland West,Alameda,,0.015,,,
01/02/2018,,ppm,4,Oakland West,Alameda,,0.004,,,
01/03/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
01/04/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
01/05/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
01/06/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
01/07/2018,,ppm,5,Oakland West,Alameda,,0.005,,,
01/08/2018,,ppm,4,Oakland West,Alameda,,0.004,,,
01/09/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
01/10/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
01/12/2018,,ppm,8,Oakland West,Alameda,,0.009,,,
01/13/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
01/14/2018,,ppm,8,Oakland West,Alameda,,0.009,,,
01/15/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
01/18/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
01/19/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
01/20/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
01/21/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
01/22/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
01/23/2018,,ppm,14,Oakland West,Alameda,,0.015,,,
01/24/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
01/25/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
01/26/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
01/27/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
01/28/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
01/29/2018,,ppm,6,Oakland West,Alameda,,0.007,,,
01/30/2018,,ppm,8,Oakland West,Alameda,,0.009,,,
01/31/2018,,ppm,8,Oakland West,Alameda,,0.009,,,
02/01/2018,,ppm,12,Oakland West,Alameda,,0.013,,,
02/02/2018,,ppm,11,Oakland West,Alameda,,0.012,,,
02/03/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
02/04/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
02/05/2018,,ppm,9,Oakland West,Alameda,,0.01,,,
02/06/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
02/07/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
02/08/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
02/09/2018,,ppm,13,Oakland West,Alameda,,0.014,,,
02/10/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
02/11/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
02/12/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
02/13/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
02/14/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
02/15/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
02/16/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
02/17/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
02/18/2018,,ppm,39,Oakland West,Alameda,,0.042,,,
02/19/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
02/20/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
02/21/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
02/22/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
02/23/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
02/24/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
02/25/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
02/26/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
02/27/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
02/28/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
03/01/2018,,ppm,38,Oakland West,Alameda,,0.041,,,
03/02/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
03/03/2018,,ppm,39,Oakland West,Alameda,,0.042,,,
03/04/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
03/05/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
03/06/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
03/07/2018,,ppm,39,Oakland West,Alameda,,0.042,,,
03/08/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
03/09/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
03/10/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
03/11/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
03/12/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
03/13/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
03/14/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
03/15/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
03/16/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
03/17/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
03/18/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
03/19/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
03/20/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
03/21/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
03/22/2018,,ppm,38,Oakland West,Alameda,,0.041,,,
03/23/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
03/24/2018,,ppm,43,Oakland West,Alameda,,0.046,,,
03/25/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
03/26/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
03/27/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
03/28/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
03/29/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
03/30/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
03/31/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
04/01/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
04/02/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
04/03/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
04/04/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
04/05/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
04/06/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
04/07/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
04/08/2018,,ppm,38,Oakland West,Alameda,,0.041,,,
04/09/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
04/10/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
04/11/2018,,ppm,45,Oakland West,Alameda,,0.049,,,
04/12/2018,,ppm,43,Oakland West,Alameda,,0.046,,,
04/13/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
04/14/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
04/15/2018,,ppm,41,Oakland West,Alameda,,0.044,,,
04/16/2018,,ppm,40,Oakland West,Alameda,,0.043,,,
04/17/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
04/18/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
04/19/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
04/20/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
04/21/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
04/22/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
04/23/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
04/24/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
04/25/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
04/26/2018,,ppm,40,Oakland West,Alameda,,0.043,,,
04/27/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
04/28/2018,,ppm,44,Oakland West,Alameda,,0.047,,,
04/29/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
04/30/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
05/01/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
05/02/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
05/03/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
05/04/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
05/05/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
05/06/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
05/07/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
05/08/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
05/09/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
05/10/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
05/11/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
05/12/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
05/13/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
05/14/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
05/15/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
05/16/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
05/17/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
05/18/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
05/19/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
05/20/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
05/21/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
05/22/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
05/23/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
05/24/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
05/25/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
05/26/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
05/27/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
05/28/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
05/29/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
05/30/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
05/31/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
06/01/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
06/02/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
06/03/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
06/04/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
06/05/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
06/06/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
06/07/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
06/08/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
06/09/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
06/10/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
06/11/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
06/12/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
