"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11/22/2016","AQS","060010009","1","22.4","ppb","21","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/23/2016","AQS","060010009","1","27.1","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/24/2016","AQS","060010009","1","27.2","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/25/2016","AQS","060010009","1","31.5","ppb","29","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/26/2016","AQS","060010009","1","14.7","ppb","13","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/27/2016","AQS","060010009","1","26.7","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/28/2016","AQS","060010009","1","28.9","ppb","26","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/29/2016","AQS","060010009","1","29.7","ppb","27","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/30/2016","AQS","060010009","1","25.3","ppb","24","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/01/2016","AQS","060010009","1","29.3","ppb","27","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/02/2016","AQS","060010009","1","31.2","ppb","29","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/03/2016","AQS","060010009","1","31","ppb","29","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/04/2016","AQS","060010009","1","22.2","ppb","21","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/05/2016","AQS","060010009","1","26.9","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/06/2016","AQS","060010009","1","32.1","ppb","30","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/07/2016","AQS","060010009","1","22.3","ppb","21","Oakland","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/08/2016","AQS","060010009","1","27.2","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/09/2016","AQS","060010009","1","23.2","ppb","22","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/10/2016","AQS","060010009","1","23.2","ppb","22","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/11/2016","AQS","060010009","1","21.3","ppb","20","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/12/2016","AQS","060010009","1","15.2","ppb","14","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/13/2016","AQS","060010009","1","28.9","ppb","26","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/14/2016","AQS","060010009","1","21.2","ppb","20","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/15/2016","AQS","060010009","1","10.3","ppb","9","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/16/2016","AQS","060010009","1","24.4","ppb","23","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/17/2016","AQS","060010009","1","27.9","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/18/2016","AQS","060010009","1","29","ppb","27","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/19/2016","AQS","060010009","1","29.7","ppb","27","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/20/2016","AQS","060010009","1","39.4","ppb","37","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/21/2016","AQS","060010009","1","30","ppb","28","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/22/2016","AQS","060010009","1","41.7","ppb","39","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/23/2016","AQS","060010009","1","25.9","ppb","24","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/24/2016","AQS","060010009","1","26.8","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/25/2016","AQS","060010009","1","15.6","ppb","14","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/26/2016","AQS","060010009","1","15.9","ppb","14","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/27/2016","AQS","060010009","1","28.6","ppb","26","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/28/2016","AQS","060010009","1","26.7","ppb","25","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/29/2016","AQS","060010009","1","32.6","ppb","30","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/30/2016","AQS","060010009","1","31.2","ppb","29","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"12/31/2016","AQS","060010009","1","33.6","ppb","31","Oakland","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/01/2016","AQS","060010011","1","17.5","ppb","16","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/02/2016","AQS","060010011","1","22.4","ppb","21","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/03/2016","AQS","060010011","1","28.3","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/04/2016","AQS","060010011","1","36.5","ppb","34","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/05/2016","AQS","060010011","1","38.9","ppb","36","Oakland West","21","88.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/06/2016","AQS","060010011","1","20.1","ppb","19","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/07/2016","AQS","060010011","1","36.5","ppb","34","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/08/2016","AQS","060010011","1","33.5","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/09/2016","AQS","060010011","1","26.5","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/10/2016","AQS","060010011","1","28.6","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/11/2016","AQS","060010011","1","26.8","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/12/2016","AQS","060010011","1","36.3","ppb","34","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/13/2016","AQS","060010011","1","33.6","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/14/2016","AQS","060010011","1","29.5","ppb","27","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/15/2016","AQS","060010011","1","36.5","ppb","34","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/16/2016","AQS","060010011","1","24.8","ppb","23","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/17/2016","AQS","060010011","1","21.9","ppb","20","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/18/2016","AQS","060010011","1","38.9","ppb","36","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/19/2016","AQS","060010011","1","35.6","ppb","33","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/20/2016","AQS","060010011","1","35.4","ppb","33","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/21/2016","AQS","060010011","1","35.2","ppb","33","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/22/2016","AQS","060010011","1","14.8","ppb","13","Oakland West","20","83.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/23/2016","AQS","060010011","1","11.7","ppb","10","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/24/2016","AQS","060010011","1","30.7","ppb","28","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/25/2016","AQS","060010011","1","30","ppb","28","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/26/2016","AQS","060010011","1","29.2","ppb","27","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/27/2016","AQS","060010011","1","35.7","ppb","33","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/28/2016","AQS","060010011","1","37.6","ppb","35","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/29/2016","AQS","060010011","1","28.8","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/30/2016","AQS","060010011","1","26.9","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/31/2016","AQS","060010011","1","25.9","ppb","24","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/01/2016","AQS","060010011","1","19.3","ppb","18","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/02/2016","AQS","060010011","1","27.9","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/03/2016","AQS","060010011","1","33.7","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/04/2016","AQS","060010011","1","33.4","ppb","31","Oakland West","21","88.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/05/2016","AQS","060010011","1","37.7","ppb","35","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/06/2016","AQS","060010011","1","33.3","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/07/2016","AQS","060010011","1","35.6","ppb","33","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/08/2016","AQS","060010011","1","40.7","ppb","38","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/09/2016","AQS","060010011","1","45.8","ppb","42","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/10/2016","AQS","060010011","1","45.3","ppb","42","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/11/2016","AQS","060010011","1","33.8","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/12/2016","AQS","060010011","1","28.6","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/13/2016","AQS","060010011","1","28.2","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/14/2016","AQS","060010011","1","26.5","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/15/2016","AQS","060010011","1","29.2","ppb","27","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/16/2016","AQS","060010011","1","43.8","ppb","41","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/17/2016","AQS","060010011","1","24.3","ppb","23","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/18/2016","AQS","060010011","1","24.8","ppb","23","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/19/2016","AQS","060010011","1","30.2","ppb","28","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/20/2016","AQS","060010011","1","27.7","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/21/2016","AQS","060010011","1","31.9","ppb","29","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/22/2016","AQS","060010011","1","31.3","ppb","29","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/23/2016","AQS","060010011","1","36.4","ppb","34","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/24/2016","AQS","060010011","1","34","ppb","32","Oakland West","21","88.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/25/2016","AQS","060010011","1","40","ppb","38","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/26/2016","AQS","060010011","1","32.7","ppb","30","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/27/2016","AQS","060010011","1","25.1","ppb","24","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/28/2016","AQS","060010011","1","32","ppb","30","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"02/29/2016","AQS","060010011","1","33.6","ppb","31","Oakland West","19","79.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/01/2016","AQS","060010011","1","29.4","ppb","27","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/02/2016","AQS","060010011","1","19.6","ppb","18","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/03/2016","AQS","060010011","1","16.5","ppb","15","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/04/2016","AQS","060010011","1","22.1","ppb","21","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/05/2016","AQS","060010011","1","8.2","ppb","8","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/06/2016","AQS","060010011","1","19.1","ppb","18","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/07/2016","AQS","060010011","1","16.5","ppb","15","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/08/2016","AQS","060010011","1","28.8","ppb","26","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/09/2016","AQS","060010011","1","19.5","ppb","18","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/10/2016","AQS","060010011","1","16.9","ppb","15","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/11/2016","AQS","060010011","1","17.2","ppb","16","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/12/2016","AQS","060010011","1","33.6","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/13/2016","AQS","060010011","1","10.4","ppb","9","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/14/2016","AQS","060010011","1","25.8","ppb","24","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/15/2016","AQS","060010011","1","28.1","ppb","26","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/16/2016","AQS","060010011","1","29.2","ppb","27","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/17/2016","AQS","060010011","1","27","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/18/2016","AQS","060010011","1","14.3","ppb","13","Oakland West","22","92.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/19/2016","AQS","060010011","1","8.3","ppb","8","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/20/2016","AQS","060010011","1","14.2","ppb","13","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/21/2016","AQS","060010011","1","21.7","ppb","20","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/22/2016","AQS","060010011","1","33.9","ppb","31","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/23/2016","AQS","060010011","1","31.4","ppb","29","Oakland West","21","88.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/24/2016","AQS","060010011","1","25","ppb","24","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/25/2016","AQS","060010011","1","23","ppb","22","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/26/2016","AQS","060010011","1","25.3","ppb","24","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/27/2016","AQS","060010011","1","11.2","ppb","10","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/28/2016","AQS","060010011","1","9.8","ppb","8","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/29/2016","AQS","060010011","1","31","ppb","29","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/30/2016","AQS","060010011","1","18.4","ppb","17","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"03/31/2016","AQS","060010011","1","15.7","ppb","14","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"04/01/2016","AQS","060010011","1","26.6","ppb","25","Oakland West","23","96.0000","42602","Nitrogen dioxide (NO2)","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
